A61K47,A61P31,C07D417,A61P9,A61B5,A61M31,C12Q1,A61P35,C12N15,A61K38,C12P21,A61F2,G01N33,C07D413,A61P25,A61K39,A61P37,C12N5,C07D487,A61M5,A61K35,C07D403,A61B17,C07K14,A61K9,A61K45,C07K16,C07D471,A61K31,C07D401,abstract,ID
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Disclosed are a cyclic carbonate monomer containing a double-sulfur five-membered ring functional group, and preparation method thereof. The cyclic carbonate monomer can be simply and efficiently synthesized without protection and deprotection processes. The cyclic carbonate monomer of the present invention can be utilized to obtain polycarbonate having a controllable molecular weight and molecular weight distribution via ring opening polymerization, and has biodegradability and reduction-sensitive reversible crosslinking properties. The present invention can be used in a carrier having controllably released drug, a biological tissue scaffold or a biochip.",US20170174701A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The present disclosure relates to a method for the manufacture of recombinant antibody molecules comprising culturing a host cell sample transformed with an expression vector encoding a recombinant antibody molecule; adding an extraction buffer to the sample; and subjecting the sample to a heat treatment step; wherein the pH of the sample is detected after addition of the extraction buffer, and optionally adjusted, to ensure that the pH of the sample is 6 to 9 prior to the heat treatment step.",US20200071387A1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The present invention relates to Rucaparib and/or Talazoparib and/or Veliparib and/or Olaparib, and/or AZD 2461, or a pharmaceutically acceptable salt thereof, for use in the treatment of impaired skin wound healing in a subject, an in vitro method for identifying a subject suffering from impaired skin wound healing to be responsive to the treatment with Rucaparib and/or Talazoparib and/or Veliparib and/or Olaparib and/or AZD 2461, and kits and kits-of-part related thereto.",US20200078369A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The present disclosure relates to lipid compounds of formula (I):


wherein:R1 is chosen from a C10-C21 alkyl, a C10-C21 alkenyl having 1-6 double bonds, and a C10-C21 alkynyl having 1-6 triple bonds;R2 and R3 are the same or different and are chosen from hydrogen and a C1-C6 alkyl;X is chosen from O, S, SO, SO2, Si, and Se;n=1 or 3; andP1 is chosen from hydrogen; a C10-C21 alkyl, a C10-C21 alkenyl having 1-6 double bonds, a C10-C21 alkynyl having 1-6 triple bonds, optionally substituted; a group of formula (II) or formula (III), wherein P2, P3, and P4 are chosen from hydrogen, an alkyl, an alkenyl, and an alkynyl, optionally substituted; and a group of formula (IV) or formula (V), wherein P5 is chosen from hydrogen and a C1-C6 alkyl;or a pharmaceutically acceptable salt, complex, or solvate thereof. Also disclosed are pharmaceutical compositions and lipid compositions comprising such compounds, and methods of use thereof, for example in the treatment of diseases related to cardiovascular, metabolic, and inflammatory conditions.",US8741966B2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Methods and structures for detecting a physiologic parameter of a target anatomical environment. The device including a housing with a distal portion first port couplable to a probe and a proximal portion; and a sensing unit, a processing unit, and an output unit carried by the housing, the output unit configured to output a reporting signal based on the determined physiologic parameter value such as pressure; the sensing unit, processing unit, and output unit being disposed substantially between the first port and the proximal portion of the housing.",US8926525B2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A method of building a machine learning pipeline for predicting the efficacy of anti-epilepsy drug treatment regimens is provided. The method includes providing electronic health records data; constructing a patient cohort from the electronic health records data by selecting patients based on a defined target variable indicating anti-epilepsy drug treatment regimen efficacy; constructing a set features found in or derived from the electronic health records data; electronically processing the patient cohort to identify a subset of the features that are predictive for anti-epilepsy drug treatment regimen efficacy for inclusion in predictive models configured for generating predictions representative of efficacy for a plurality of anti-epilepsy drug treatment regimens; and training the predictive computerized model to generate predictions representative of efficacy for a plurality of anti-epilepsy drug treatment regimens for the patients based on the defined target variable indicating anti-epilepsy drug treatment regimen efficacy.,US20180211012A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Disclosed herein are compounds of formula (I)

and pharmaceutically acceptable salt thereof, wherein variables X, R1, R2, and R3 are defined herein. These compounds are potent modulators of human TNFα activity and, accordingly, of benefit in the treatment and/or prevention of various human ailments, including autoimmune and inflammatory disorders; neurological and neurodegenerative disorders; pain and nociceptive disorders; cardiovascular disorders; metabolic disorders; ocular disorders; and oncological disorders.",US10980814B2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A light-emitting module for use in a system for measuring whole-blood hemoglobin parameters or whole-blood bilirubin parameters. The light-emitting module includes an LED light source capable of emitting light wherein the light is directed thereby defining an optical path and a plurality of optical components. The plurality of optical components includes a collimating lens, a first optical diffuser, a circular polarizer, and a focusing lens wherein the plurality of optical components is disposed within the optical path of the light from the LED light source.",US10732038B2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A process for preparing an inclusion body-forming protein is provided. A nucleic acid fragment consisting of a nucleotide sequence coding for a modified alkaline phosphatase signal peptide (modified APSP) where leucine at the 13th position in the amino acid sequence shown in SEQ ID NO: 1 is substituted with proline and/or alanine at the 21st position is substituted with the other amino acid, downstream of which nucleotide sequence is bound a nucleotide sequence of a gene of a protein of interest, and a process for preparing an inclusion body-forming protein consisting of the following steps: (1) preparing an expression vector in which a nucleic acid fragment is incorporated consisting of a nucleotide sequence coding for a modified signal peptide downstream of which is bound a nucleotide sequence of a gene of a protein of interest, (2) preparing a host cell transformed with the expression vector that produces an inclusion body-forming protein, and (3) purifying the inclusion body-forming protein from culture obtained by culturing the host cell that produces the inclusion body-forming protein. The above other amino acid is selected from the group consisting of aspartic acid, glutamic acid, lysine, histidine, phenylalanine and tyrosine.",US20110262998A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"There are provided compounds of Formula I, and pharmaceutically acceptable salts and esters thereof, and pharmaceutical compositions thereof, used for inhibition or modulation of the activity of cyclin dependent kinases (CDK) and/or glycogen synthase kinase-3 (GSK-3), for the treatment of disease states or conditions mediated by cyclin dependent kinases and/or glycogen synthase kinase-3, including cancers.
",US20200339615A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Provided is an antibody or a fragment thereof, which can be specifically bound to an S3-4 ring of a voltage sensor paddle of a domain III of voltage-gated sodium channel Nav1.9 α sub-unit, and is able to inactivate a voltage sensor valve to keep sodium ions from entering nerve cells normally. Also provided is an epitope polypeptide specifically bound to the antibody or the fragment thereof, a pharmaceutical composition comprising the antibody or the fragment thereof, and a use of the antibody or the fragment thereof in preparing a drug for treating and diseases related to pains.",US11174312B2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Pharmaceutical compositions showing the ability to inhibit or suppress replication of a filovirus in an individual are disclosed. The disclosed compositions are useful for treating, preventing, or reducing the spread of infections by filovirus. A method includes administering at least one agent of the present disclosure to an individual infected with or exposed to a filovirus, wherein the step of administering is carried out for a suitable time period so that the individual is treated; and determining whether the individual has been treated, wherein the step of determining includes one of measuring an inhibition in viral replication, measuring a decrease in viral load, or reducing at least one symptom associated with the filovirus.",US11786541B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The present disclosure relates to constructs, such as antibody molecules comprising a binding domain specific to CD45, said binding domain comprising SEQ ID NO: 1, 2, 3 and/or SEQ ID NO: 4, 5 and 6. The disclosure also extends to pharmaceutical compositions comprising said constructs and use of the constructs/compositions in treatment.",US11692041B2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The present invention provides sterols and uses thereof to treat vision disorders. In one embodiment, composition comprising pharmaceutically effective amount of lanosterol is used to treat and/or prevent vision disorders in a subject. In another embodiment, composition comprising pharmaceutically effective amount of lanosterol is used to treat cataract or blindness/impaired vision in a subject. In yet another embodiment, composition comprising lanosterol is used to dissolve amyloid-like fibrils of crystallin proteins.",US10471076B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A novel adjuvant composition is provided that is excellent in safety and convenience as compared to the conventional adjuvant such as Alum. An adjuvant composition comprising citrullines, which are water soluble substance present in the living body, and/or a salt thereof; a vaccine composition comprising said adjuvant composition and an antigen; a process for preparing said adjuvant composition and said vaccine composition; and a method for administering said adjuvant composition and said vaccine composition are provided.",US20170239348A1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A urological device comprises a urological valve for location in the bladder of a patient and a valve support stem for location in the urethra of a patient. The valve has a normally closed configuration to prevent flow from the bladder and an open configuration for fluid flow through the valve. The valve is automatically movable from the closed configuration to the open configuration in response to a pre-set hydrodynamic pressure applied for a pre-set time. In one case the valve has a plurality of valve leaflets with a region of co-aption between the valve leaflets. In the normally closed configuration the valve leaflets are engaged at the region of co-aption and in the open configuration the leaflets are separated at the co-aption region for fluid flow through the valve.,US20160113750A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"According to embodiments of the present disclosure, a method of treating, preventing or ameliorating acute alcoholic liver damage in a subject comprises administering to the subject an exogenous source of nicotinamide adenine dinucleotide (NAD+) comprising NADH (nicotinamide adenine dinucleotide (NAD)+hydrogen (H)) or NRH (dihydronicotinamide nucleoside). Administration of the exogenous source of NAD+ may also be used to increase a subject's tolerance to alcohol, and/or to treat, prevent or alleviate the symptoms of an alcohol hangover.",US11376271B1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"Disclosed is a stable pharmaceutical solution formulation of a GLP-1R antibody fusion protein, comprising a therapeutically effective amount of the GLP-1R antibody fusion protein, an amino acid, a surfactant and a buffer system. The final concentration of the amino acid is 1-500 mM, the final concentration of the surfactant is 0.01%-0.5%, and the pH value of the stable solution formulation is from 5.0 to 8.0. The stable solution formulation of the present invention can be used in the treatment of diabetes, obesity and conditions associated therewith.",US10485870B2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A single-use lancet cartridge for inserting into a multi-use lancet driver assembly includes an elongated lancet housing with an open end, a lancet within the lancet housing and movable between a retracted and resting orientation to a piercing orientation through the open end, and a re-use prevention component incorporated within the lancet cartridge and oriented to cooperatively engage with a driver piston of the multi-use lancet driver assembly only one time thereby preventing the lancet from being moved into a piercing orientation a second time. The single-use lancet cartridge is used that contains the multi-use lancet driver assembly.",US8449480B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Single oral solid dosage form comprising an immediate release first dosage composition having at least two antibiotic agents and a delayed release second dosage composition having a proton pump inhibitor are provided herein. The single oral solid dosage form according to some aspects of the invention can be used for the treatment of disorders associated with infection by H. pylori or the prevention of recurrence of disorders associated with infection by H. pylori. ,US9603806B2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A testing device for testing the analytes in liquid samples, including: a test chamber (115) used to accommodate testing components (102); an injection port (120); a device for gas exchange (113) between inside and out side of the testing chamber (115). The gas pressure difference makes the liquid sample enter the testing chamber (115) automatically to complete the testing of analytes in liquid samples.",US10495635B2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Provided is a sustained-release triptan composition as a suitable depot formulation to carry a therapeutically effective amount of triptan for administration via subcutaneous or intramuscular injection. This sustained-release triptan composition is characterized by a high drug to phospholipid ratio and provides an improved pharmacokinetic profile in vivo. The sustained-release triptan composition is for use as a medicament in the treatment of migraine or cluster headache.,US20200360362A1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Disclosed are an EGFR inhibitor free base or acid salt polycrystalline form, a preparation method therefor, and an application thereof. The present invention specifically relates to an N-(5-((4-(1-cyclopropyl-1H-indol-3-yl)pyrimidin-2-yl)amino)-2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxyphenyl)acrylamide free base or acid salt polycrystalline form, a preparation method therefor, and an application of the polycrystalline form in preparing a drug for treating an EGFR mutant activity-mediated disease. The present invention is used for inhibiting the activity of an L858R EGFR mutant, a T790M EGFR mutant and an exon 19 deletion activating mutant etc., may be widely applied in preventing and treating cancer, especially non-small cell lung cancer and other related diseases, and is expected to develop into a new generation of EGFR inhibitors.
",US10759782B2
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The present invention describes biomarkers that have been discovered to correlate with varied individual responses (e.g., efficacy, adverse effect, and other end points) to enzastaurin, in treating diseases such as, DLBCL, GBM, and other cancer types. The newly discovered biomarkers and others in linkage disequilibrium with them can be used in companion diagnostic tests which can help to predict drug responses and apply drugs only to those who will be benefited, or exclude those who might not be beneficial, by the treatment.",US20190233902A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The present invention relates to compositions and uses of novel high penetration compositions or high penetration prodrugs (HPP), in particular HPPs for non-steroidal anti-inflammatory agents (NSAIAs), which are capable of crossing biological barriers with high penetration efficiency. The HPPs herein are capable of being converted to parent active drugs or drug metabolites after crossing the biological barrier and thus can render treatments for the conditions that the parent drugs or metabolites can. Additionally, due to the ability of penetrating biological barriers, the HPPs herein are capable of reaching areas that parent drugs may not be able to access or to render a sufficient concentration at the target areas and therefore render novel treatments. The HPPs herein can be administered to a subject through various administration routes. For example, the HPPs can be locally delivered to an action site of a condition with a high concentration due to their ability of penetrating biological barriers and thus obviate the need for a systematic administration. For another example, the HPPs herein can be systematically administer to a biological subject and enter the general circulation with a faster rate.",US9872846B2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"The disclosure generally describes methods of preventing or treating ophthalmic diseases or conditions in a mammalian subject, such as diabetic retinopathy, cataracts, retinitis pigmentosa, glaucoma, macular degeneration, choroidal neovascularization, retinal degeneration, and oxygen-induced retinopathy. The methods comprise administering an effective amount of an aromatic-cationic peptide to subjects in need thereof.",US20140044689A1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"An inserter assembly for continuous glucose monitoring with medication delivery capability where the assembly has a deployment button containing a needle deployment mechanism having a sharp held in a pre-release position, a housing body in which the deployment button is movably received within a top end of the housing body, the housing body having a sensor deployment assembly containing a lumen and a sensor disposed within the lumen and extending out of the lumen to a circuit board that is part of the sensor deployment assembly, the sensor deployment assembly matingly connected to the sharp where the sharp extends beyond the sensor deployment assembly and contains the sensor not fixedly attached to the sharp, and a sensor housing releasably received within a lower end of the housing body, the sharp extending into a sensor deployment assembly recess within the sensor housing and directly above a sensor opening in a bottom of the sensor housing.",US10327679B2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Disclosed in the present invention is an antibody specifically binding to GLP-1R and a fusion protein thereof with GLP-1. The fusion proteins can effectively bind to a human GLP-1R receptor and activate a receptor signaling pathway, thus are useful for treating diabetes, excessive weight, obesity and related disorders thereof.",US10253103B2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Implantable drug delivery devices include a housing having a closed drug reservoir lumen bounded by a first wall structure and a hydrophilic second wall structure, and a drug contained in the drug reservoir lumen, wherein the first wall structure is impermeable to the drug and the second wall structure is permeable to the drug. Methods of providing controlled release of drug to a patient include deploying a drug delivery device in the patient releasing a drug from the drug reservoir lumen via diffusion through the second wall structure.",US20190329011A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The invention relates to antibody molecules having specificity for antigenic determinants of both IL-17A and IL-17F, therapeutic uses of the antibody molecules and methods for producing said antibody molecules.",US8303953B2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A humanized antibody which comprises a complementarity determining region of an H chain consisting of the amino acid sequence as shown in SEQ ID NOs: 1 to 3 and a complementarity determining region of an L chain consisting of the amino acid sequence as shown in SEQ ID NOs: 4 to 6. The humanized antibody of the present invention has the activity to specifically bind to transthyretin (TTR) with structural change and the activity to inhibit fibrillization of TTR and is a humanized antibody suitable for application to human body.,US20160347832A1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Provided are a cyclohexane derivative as shown by formula IB or a stereoisomer or a salt thereof, and the preparation and use thereof. The cyclohexane derivative has a high affinity for D3 receptors and 5-hydroxytryptamine, has a lower affinity for D2 receptors, shows a high selectivity for D3/D2 receptors, and can be used as a therapeutic drug against neuropsychiatric diseases; and the preparation method thereof is simple and easy.",US20180297975A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,The present invention relates to lower dosage strength pernasal testosterone gel formulations for intranasal administration and treatment methods for using the lower dosage strength pernasal testosterone gel formulations for treating a female subject with anorgasmia and/or hypoactive sexual desire disorder.,US10668084B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"This invention provides a vaccinia virus that grows specifically in a cancer cell and damages such cancer cell and the use of such virus for treatment of cancer. Such mitogen-activated protein kinase-dependent vaccinia virus strain lacks functions of vaccinia virus growth factor (VGF) and O1L, it does not grow in normal cells but grows specifically in cancer cells, and it has oncolytic properties that specifically damage cancer cells.",US20160281066A1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The present disclosure provides an all-trans retinoic acid injectable formulation and its application for a preparation of a pharmaceutical product for treating tumor. The all-trans retinoic acid injectable formulation includes all-trans retinoic acid and solubilizers. The apparent solubility of the all-trans retinoic acid is increased from 0.01 mg/mL to 0.1 mg/mL or more. The injectable formulation can reduce the activity of an infiltrated immuno-suppressive cell population within blood or tumor tissue of a cancer patient, and improve immune clearing effects against tumors. It can be applied independently or together with other pharmaceutical products to inhibit tumor growth and prevent tumor recurrence.",US10952984B2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A medical treatment device (200), for treating reflux from a stomach (201) to an esophagus (202) and for delivering a therapeutic agent to an inner surface of the esophagus (202), comprises a valve member (203), a lining member (204), and a support member (205). The valve member (203) is movable between a closed configuration and an open configuration, in which the valve member (203) facilitates passage of material between the esophagus (202) and the stomach (201). The valve member (203) is biased towards the closed configuration and gradually moves over a period of 4 to 10 secs from the open configuration to the closed configuration. The support member (205) supports the device (200) relative to the esophagus (202) and the stomach (201). The lining member (204) lines part of the inner surface of the esophagus (202) for delivery of a therapeutic agent to the esophagus (202).",US8603188B2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Implantable devices and methods for delivery of lidocaine or other drugs to a patient are provided. In one embodiment, the device includes a first drug portion which has a first drug housing which contains a first drug formulation in a solid form which includes a pharmaceutically acceptable salt of lidocaine; and a second drug portion which includes a second drug housing which contains a second drug formulation which includes lidocaine base. In another embodiment, the device includes a drug reservoir component which has an elastic tube having at least one lumen bounded by a porous sidewall having an open-cell structure, a closed-cell structure, or a combination thereof; and a drug formulation contained within the at least one lumen, wherein the device is deformable between a low-profile deployment shape and a relatively expanded retention shape.",US11135161B2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The present invention provides a pyrimidine derivative and a use thereof. The pyrimidine derivative is the compound shown in formula I or a pharmaceutically acceptable salt, hydrate, solvate, metabolite or prodrug thereof, wherein, R1, R2, R3, R4 and R5 are, for example, as defined in the specification. The compound can act as an ALK inhibitor, and is for preparing an anti-tumor medicament for suppressing an anaplastic lymphoma kinase.",US20180338973A1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Provided is a liposomal sustained-release composition for use in treatment of pulmonary disease. The liposomal sustained release composition comprises a liposome that includes a polyethylene glycol (PEG)-modified lipid and encapsulates a tyrosine kinase inhibitor. Tyrosine kinase inhibitor is stably entrapped in the liposome, and the resulting liposomal drug formulation can be aerosolized or nebulized for administration via inhalation. This aerosolized liposomal drug formulation yields consistent pharmacokinetic and pharmacodynamic profiles while achieving desired efficacy and safety.",US11534399B2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A sensor includes a sheath that is elongated along a longitudinal axis; a spacer positioned within the sheath and defining first and second channels having lengths that extend along the longitudinal axis; a first elongated member positioned within the first channel; and a second elongated member positioned within the second channel. The first elongated member includes an active surface forming a working electrode and the second elongated member including an active surface defining a counter electrode.,US9746440B2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A method and a kit for detecting an antibody to Avibacterium paragallinarum are provided. A method for detecting an antibody to Avibacterium paragallinarum which comprises detecting an antibody induced by an outer-membrane protein of Avibacterium paragallinarum serotype A and/or serotype C by ELISA with a solid phase to which a peptide consisting of an amino acid sequence of non-homologous region of said outer-membrane protein or a portion thereof is immobilized, and a detection kit used for said method.",US8298778B2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Disclosed herein are methods and compositions for preventing or treating atherosclerosis in a mammalian subject. The methods comprise administering to the subject an effective amount of an aromatic-cationic peptide and in some applications, a second active agent chemically linked to the peptide, to subjects in need thereof.",US10188693B2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The present invention relates to a novel compound and application thereof in the inhibition of HBV gene expression. The structure of the compound comprises an interfering nucleic acid for inhibiting HBV gene expression, transition points, and delivery chains of the interfering nucleic acid. By means of the delivery chains, two or three N-acetylgalactosamines can be introduced to an antisense strand 3′ end of such siRNA, and two or one N-acetylgalactosamine can be correspondingly introduced to a sense strand 5′ end, the total number of the introduced N-acetylgalactosamines being four. In vitro and in vivo pharmacological experiments prove that such a novel compound can continuously and efficiently inhibit HBV gene expression.",US20230110095A1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Provided is a modified matrix protein of a vesicular stomatitis virus, wherein the protein has amino acid substitutions at position 21, position 51, position 111 and position 221. Further provided are an attenuated strain of the vesicular stomatitis virus producing the modified matrix protein, a composition containing the attenuated strain, and uses thereof in preparing a drug for killing abnormally proliferating cells, inducing and promoting antitumor immune response, or eliminating immunosuppression in a microenvironment of a tumor tissue.",US20210171583A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"The invention relates to a new method for preparing (R)-praziquantel. In the invention, by taking advantage of the high stereo selectivity, site selectivity and region selectivity of an enzyme, an intermediate of a pure optical and chiral (R)-praziquantel are obtained by means of the dynamic kinetic resolution of an enantiomer from the synthesized racemate or derivatives thereof, and the (R)-praziquantel is obtained by using various conventional and mature organic chemical reactions with higher yield. The method of the invention has the potential advantages of easily available raw materials, low cost, environmentally safer process and convenience for large-scale production. Also, the purity of the end product can be more than 98%. By adopting the invention, the quality of the product is improved and a basis for developing high quality of active pharmaceutical ingredients and formulations is established, and thus the pending industrial problem of purifying praziquantel over 30 years becomes solvable.",US9139859B2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"An anti-HSV monoclonal antibody or an antigen-binding fragment thereof is an anti-HSV gB monoclonal antibody or an antigen-binding fragment thereof that specifically binds to herpes simplex virus (HSV) envelope glycoprotein B (gB), comprising: a heavy chain variable region comprising a heavy chain CDR1 consisting of the amino acid sequence set forth in SEQ ID NO: 3, a heavy chain CDR2 consisting of the amino acid sequence set forth in SEQ ID NO: 4, and a heavy chain CDR3 consisting of the amino acid sequence set forth in SEQ ID NO: 5; and a light chain variable region comprising a light chain CDR1 consisting of the amino acid sequence set forth in SEQ ID NO: 6, a light chain CDR2 consisting of the amino acid sequence set forth in SEQ ID NO: 7, and a light chain CDR3 consisting of the amino acid sequence set forth in SEQ ID NO: 8.",US11472867B2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A composite multi-layer material may generally comprise a d-PTFE material combined with an open structured material (either resorbable or non-resorbable) creating a composite multi-layer material. Attachment of the layers may be accomplished by stitching layers of material, exertion of hydraulic or other pressure, application of a biocompatible adhesive or heat, or some combination of the foregoing. Use of a d-PTFE, unexpanded material has multiple alternative uses, including without limitation, placement on the visceral side of a hernia that may minimize or even eliminate the incidence of abdominal adhesions. Alternatively, the material may be used to create tubing sufficient as a graft for treating abdominal aortic aneurysms.",US20110060420A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The invention relates to antibody molecules having specificity for antigenic determinants of human OX40, therapeutic uses of the antibody molecules and methods for producing said antibody molecules.",US9873735B2
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"This invention relates to crystals of the human Gremlin-1 protein, and the human Gremlin-1 protein in complex with an inhibitory antibody. The invention also relates to the structure of human Gremlin-1 (on its own, or in complex with the antibody) and uses of these structures in screening for agents which modulate Gremlin-1 activity. The invention further provides antibodies which bind an allosteric inhibitory site on Gremlin-1, together with pharmaceutical compositions and medical uses of such antibodies and agents identified by the screening methods.",US20210163586A1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"An object of the present invention is to provide a safe and effective method for enhancing an immune response and a medicament for preventing or treating Alzheimer disease comprising amyloid β peptide that induces an enhanced immune response. An amyloid β peptide or a portion thereof with addition or insertion of cysteine and a method for enhancing an immune response using the peptide or a method for enhancing an immune response using the peptide together with an adjuvant. A medicament for preventing or treating Alzheimer disease comprising an amyloid β peptide or a portion thereof that induces an enhanced immune response. A DNA vaccine, that may have the same effect, comprising the gene encoding an amyloid β peptide or a portion thereof that induces an enhanced immune response with addition or insertion of cysteine.",US8106015B2
